seed,generator,iteration,selection_severity,frontier_severity,passed,naive_declined_ece,reweight_declined_ece,retrain_declined_ece,naive_declined_empc,naive_declined_emp_h,reweight_declined_empc,reweight_declined_emp_h,exploration_cost
83,flat,0,0.0,0.2,True,0.020440239603205523,0.02562720773429614,0.02062590430663278,0.00966765881612051,,0.009993278548684849,,0.0
83,flat,1,0.2,0.2,True,0.056333134300536,0.04868547120527714,0.026138108768409843,0.017081453914103244,,0.016803922034772885,,0.0
83,flat,2,0.4,0.2,False,0.11737127169370233,0.10694088661325175,0.10435239248791182,0.021946317347481793,,0.01947373901299864,,0.0
7,scm,0,0.0,0.4,True,0.024022937308412633,0.01382444700218133,0.03172197858846871,0.017393383941944243,0.03945321336265729,0.017284919364031093,0.03778417056478025,0.0
7,scm,1,0.2,0.4,True,0.025677460197637683,0.026342312402646104,0.05096982066020733,0.024022720232260715,0.030398864056087826,0.022734676179308404,0.03085853505524359,0.0
7,scm,2,0.4,0.4,True,0.08714970527730448,0.08178468885362607,0.0956156089035315,0.041199565114009545,0.017147683352173412,0.041046454517840086,0.01688275526919002,0.0
7,scm,3,0.6,0.4,False,0.24229236535887638,0.24858692857374912,0.23007422457270996,0.046991118402937945,0.005137094453788106,0.04670099204007812,0.0031568288161520843,0.0
13,scm,0,0.0,0.4,True,0.017077243881267266,0.02932825964353205,0.02089352786944524,0.023160347574225006,0.038400332809798716,0.023426801765948885,0.037456975943140396,0.0
13,scm,1,0.2,0.4,True,0.04671311008199039,0.04415083210891012,0.03673186026712677,0.027086568896841766,0.032903380919203,0.022420050204456938,0.03291640493044622,0.0
13,scm,2,0.4,0.4,True,0.1136951573414237,0.09404351139670686,0.10705380111629746,0.042846184007368365,0.016941808113787774,0.04307571535819093,0.02013929925965851,0.0
13,scm,3,0.6,0.4,False,0.21881743077696458,0.18216382388603136,0.18648787212655132,0.04624679593947088,0.006700563426307783,0.0449972802652355,0.004577171339800482,0.0
42,scm,0,0.0,0.4,True,0.03610416204125828,0.03594322947342074,0.03009398990547382,0.02174677885123304,0.03866813452353732,0.021860055869452787,0.04033889544161404,0.0
42,scm,1,0.2,0.4,True,0.03984605202460136,0.03779723945182945,0.049897694990457986,0.033123602205897044,0.029698009046310318,0.03126386700331972,0.02647782013580905,0.0
42,scm,2,0.4,0.4,True,0.11225804693141825,0.09686991854726439,0.11450513234674296,0.041587778288643996,0.013929881453624596,0.04216765806018882,0.015039211909578996,0.0
42,scm,3,0.6,0.4,False,0.27279075088488286,0.24394155550458674,0.2200608995398077,0.04203305479867414,0.0023597267310152188,0.03976255825538946,0.0021529095332841744,0.0
101,scm,0,0.0,0.2,True,0.03661435783713648,0.03107737910821129,0.009930915231888503,0.022876313988487433,0.04137927133449466,0.023352631402695896,0.04142369713001515,0.0
101,scm,1,0.2,0.2,True,0.04250408165698758,0.04360823761916272,0.03929187430239128,0.03250377840082462,0.02654033655915863,0.028441250021051953,0.026482947564150743,0.0
101,scm,2,0.4,0.2,False,0.12793774879172204,0.12542089165834977,0.12701633754170805,0.03946006372807667,0.015172510807871709,0.03870958407164426,0.016025689769807148,0.0
2026,scm,0,0.0,0.4,True,0.02453208505626236,0.024046644843413147,0.046742645726732986,0.02007882212806222,0.03916511299310169,0.02043115046229327,0.038654016235282695,0.0
2026,scm,1,0.2,0.4,True,0.053027806653619516,0.044882765653738735,0.04584562055866313,0.030674842675344385,0.030643679603038453,0.031059568625144744,0.02998689292215409,0.0
2026,scm,2,0.4,0.4,True,0.08261038029698199,0.08661575567962584,0.11100989285559919,0.038154743250402565,0.01702219669071951,0.03766625071567063,0.016438177643491227,0.0
2026,scm,3,0.6,0.4,False,0.2639753410355801,0.2530186525310147,0.2332532309428399,0.04697404205968529,0.0026008036598634443,0.04741315066197792,0.0030098233834438114,0.0
3,scm,0,0.0,0.4,True,0.01981362039927835,0.01577999706040658,0.02816877416714495,0.021949142490018198,0.0362453938335641,0.022659452112849848,0.03690689810768126,0.0
3,scm,1,0.2,0.4,True,0.05626774141126689,0.048106778015384856,0.053482399655501764,0.035342616840628976,0.02911003501832345,0.03412351807854852,0.02813001535486194,0.0
3,scm,2,0.4,0.4,True,0.10493978582882627,0.0868461624638003,0.11945564347873201,0.042068251475454205,0.015823472414563035,0.04232527854014481,0.017932488651393585,0.0
3,scm,3,0.6,0.4,False,0.29543764727729016,0.2722188187307931,0.2594371783131233,0.04512532822870838,0.002244794886900455,0.04405793405338905,0.0015483510167438566,0.0
5,scm,0,0.0,0.4,True,0.01628645846957948,0.019763946030645695,0.018541983848111673,0.022197984168132328,0.043213149364948106,0.021338308994604753,0.04212040676962818,0.0
